Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,S1,NA,Chile,-22.1689,-69.4219,-4,1163
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2006,4,17,20,0,0.0,0.0,0.0,23.1,23.1,28.9,885.4,1.8,70.6,0
2006,4,17,21,0,0.0,0.0,0.0,20.9,20.9,37.3,885.6,2.1,75.4,0
2006,4,17,22,0,0.0,0.0,0.0,19.1,19.1,48.0,885.6,1.3,63.4,0
2006,4,17,23,0,0.0,0.0,0.0,17.7,17.7,60.4,885.5,1.0,320.7,0
2006,4,18,0,0,0.0,0.0,0.0,15.0,15.0,74.7,885.6,0.6,278.4,0
2006,4,18,1,0,0.0,0.0,0.0,14.0,14.0,72.9,885.4,1.0,295.8,0
2006,4,18,2,0,0.0,0.0,0.0,13.1,13.1,72.1,885.2,1.2,306.4,0
2006,4,18,3,0,0.0,0.0,0.0,12.1,12.1,73.8,885.7,1.3,272.7,0
2006,4,18,4,0,0.0,0.0,0.0,11.2,11.2,76.2,886.2,1.4,247.6,0
2006,4,18,5,0,0.0,0.0,0.0,10.4,10.4,79.2,886.7,1.4,234.3,0
2006,4,18,6,0,0.0,0.0,0.0,9.7,9.7,69.7,886.7,1.5,191.8,0
2006,4,18,7,0,6.0,0.0,6.0,10.2,10.2,60.7,887.0,0.5,197.7,0
2006,4,18,8,0,221.5,752.6,32.7,11.7,11.7,50.6,887.2,0.9,203.8,0
2006,4,18,9,0,456.2,904.3,40.3,14.7,14.7,39.5,886.6,1.8,214.4,0
2006,4,18,10,0,658.1,970.3,44.2,18.5,18.5,28.7,885.9,2.6,228.3,0
2006,4,18,11,0,806.6,1003.5,46.4,22.9,22.9,19.3,885.2,3.1,244.9,0
2006,4,18,12,0,888.7,1018.8,47.4,25.7,25.7,20.4,884.4,2.0,319.0,0
2006,4,18,13,0,897.8,1020.8,47.6,28.0,28.0,16.7,883.2,2.0,329.3,0
2006,4,18,14,0,832.9,1010.0,46.8,29.9,29.9,14.3,882.2,2.3,343.4,0
2006,4,18,15,0,699.4,982.9,44.8,31.1,31.1,13.0,881.6,2.5,343.1,0
2006,4,18,16,0,508.3,927.9,41.4,31.8,31.8,13.2,881.0,3.0,344.1,0
2006,4,18,17,0,278.3,807.4,35.1,31.3,31.3,14.9,880.6,3.6,345.6,0
2006,4,18,18,0,47.0,399.9,17.5,28.0,28.0,25.0,881.0,7.7,2.7,0
2006,4,18,19,0,0.0,0.0,0.0,25.6,25.6,27.3,881.3,6.4,20.5,0
2006,4,18,20,0,0.0,0.0,0.0,23.4,23.4,32.8,881.5,5.9,34.8,0
2006,4,18,21,0,0.0,0.0,0.0,21.2,21.2,41.2,881.7,5.7,37.2,0
2006,4,18,22,0,0.0,0.0,0.0,19.4,19.4,51.9,881.7,5.0,33.0,0
2006,4,18,23,0,0.0,0.0,0.0,18.1,18.1,64.2,881.5,4.3,20.3,0
2006,4,19,0,0,0.0,0.0,0.0,15.7,15.7,70.8,881.5,1.6,25.8,0
2006,4,19,1,0,0.0,0.0,0.0,14.8,14.8,69.5,881.5,1.7,25.2,0
2006,4,19,2,0,0.0,0.0,0.0,13.8,13.8,69.1,881.6,1.8,24.5,0
2006,4,19,3,0,0.0,0.0,0.0,13.0,13.0,69.7,881.7,1.9,23.8,0
2006,4,19,4,0,0.0,0.0,0.0,12.3,12.3,71.0,881.7,1.9,22.5,0
2006,4,19,5,0,0.0,0.0,0.0,11.6,11.6,72.8,881.8,1.8,18.9,0
2006,4,19,6,0,0.0,0.0,0.0,12.0,12.0,80.4,882.1,1.7,219.4,0
2006,4,19,7,0,5.7,0.0,5.7,12.4,12.4,71.7,882.2,0.8,215.0,0
2006,4,19,8,0,223.9,766.8,32.9,13.8,13.8,61.9,882.1,0.9,220.2,0
2006,4,19,9,0,461.2,918.9,40.6,16.8,16.8,50.7,882.1,1.7,232.0,0
2006,4,19,10,0,665.3,984.9,44.7,20.5,20.5,40.1,881.9,2.4,244.8,0
2006,4,19,11,0,815.2,1017.9,47.0,24.8,24.8,30.6,881.6,2.9,257.5,0
2006,4,19,12,0,898.1,1033.2,48.1,26.9,26.9,22.7,882.3,0.6,307.0,0
2006,4,19,13,0,907.2,1035.5,48.3,29.0,29.0,20.0,881.8,0.7,330.9,0
2006,4,19,14,0,841.5,1024.7,47.5,30.7,30.7,18.7,881.5,1.2,351.8,0
2006,4,19,15,0,706.4,997.9,45.5,31.9,31.9,16.4,881.6,1.4,339.1,0
2006,4,19,16,0,513.1,943.1,42.0,32.5,32.5,15.7,881.8,1.8,334.4,0
2006,4,19,17,0,280.1,821.7,35.5,31.9,31.9,16.5,882.2,2.4,333.7,0
2006,4,19,18,0,45.6,402.8,17.2,28.3,28.3,28.9,881.4,6.4,3.8,0
2006,4,19,19,0,0.0,0.0,0.0,25.6,25.6,31.9,882.5,4.5,27.0,0
2006,4,19,20,0,0.0,0.0,0.0,22.9,22.9,38.2,883.6,4.1,55.9,0
2006,4,19,21,0,0.0,0.0,0.0,20.6,20.6,46.9,884.0,4.7,49.3,0
2006,4,19,22,0,0.0,0.0,0.0,18.6,18.6,57.9,884.2,4.7,37.6,0
2006,4,19,23,0,0.0,0.0,0.0,17.2,17.2,70.6,884.3,4.9,20.6,0
2006,4,20,0,0,0.0,0.0,0.0,15.5,15.5,70.5,883.8,2.3,34.5,0
2006,4,20,1,0,0.0,0.0,0.0,14.5,14.5,69.0,883.7,2.7,35.9,0
2006,4,20,2,0,0.0,0.0,0.0,13.5,13.5,68.4,883.7,3.1,37.3,0
2006,4,20,3,0,0.0,0.0,0.0,12.4,12.4,68.7,883.2,3.1,39.1,0
2006,4,20,4,0,0.0,0.0,0.0,11.3,11.3,69.8,882.7,3.0,41.5,0
2006,4,20,5,0,0.0,0.0,0.0,10.3,10.3,71.5,882.2,2.9,45.2,0
2006,4,20,6,0,0.0,0.0,0.0,9.5,9.5,88.9,883.5,1.7,216.8,0
2006,4,20,7,0,5.4,0.0,5.4,10.1,10.1,78.0,883.0,1.0,215.8,0
2006,4,20,8,0,227.4,783.8,33.6,11.7,11.7,66.1,882.5,1.2,220.9,0
2006,4,20,9,0,468.5,936.9,41.7,14.8,14.8,55.2,882.6,2.0,232.4,0
2006,4,20,10,0,675.5,1002.9,46.0,18.7,18.7,44.7,882.5,2.7,246.5,0
2006,4,20,11,0,827.5,1036.2,48.6,23.2,23.2,35.5,882.4,3.1,261.7,0
2006,4,20,12,0,911.3,1051.3,49.8,24.7,24.7,26.9,882.8,0.4,67.0,0
2006,4,20,13,0,918.7,1051.4,50.2,27.0,27.0,24.5,882.4,0.6,81.4,0
2006,4,20,14,0,850.5,1038.6,49.4,28.9,28.9,23.4,882.1,0.9,56.2,0
2006,4,20,15,0,712.2,1009.3,47.4,30.2,30.2,20.8,881.7,0.7,10.5,0
2006,4,20,16,0,515.6,951.7,43.6,30.9,30.9,19.7,881.5,0.9,338.7,0
2006,4,20,17,0,279.4,825.1,36.6,30.6,30.6,20.1,881.3,1.3,331.9,0
2006,4,20,18,0,43.3,390.7,17.0,27.3,27.3,28.6,881.2,6.5,6.7,0
2006,4,20,19,0,0.0,0.0,0.0,24.8,24.8,30.8,882.1,4.1,31.1,0
2006,4,20,20,0,0.0,0.0,0.0,22.5,22.5,36.2,882.9,4.0,75.4,0
2006,4,20,21,0,0.0,0.0,0.0,20.4,20.4,45.7,883.4,4.2,65.8,0
2006,4,20,22,0,0.0,0.0,0.0,18.7,18.7,57.6,883.7,3.4,49.4,0
2006,4,20,23,0,0.0,0.0,0.0,17.5,17.5,71.2,883.9,2.4,18.9,0
2006,4,21,0,0,0.0,0.0,0.0,15.9,15.9,72.1,883.5,1.7,42.1,0
2006,4,21,1,0,0.0,0.0,0.0,15.1,15.1,70.1,883.5,1.9,51.2,0
2006,4,21,2,0,0.0,0.0,0.0,14.2,14.2,68.9,883.6,2.1,69.0,0
2006,4,21,3,0,0.0,0.0,0.0,13.6,13.6,70.0,883.8,2.2,95.2,0
2006,4,21,4,0,0.0,0.0,0.0,13.0,13.0,71.8,884.0,2.2,150.4,0
2006,4,21,5,0,0.0,0.0,0.0,12.5,12.5,74.1,884.1,2.1,181.9,0
2006,4,21,6,0,0.0,0.0,0.0,11.9,11.9,81.8,884.3,2.3,203.9,0
2006,4,21,7,0,5.0,0.0,5.0,12.5,12.5,70.4,884.4,2.0,205.8,0
2006,4,21,8,0,218.7,746.6,35.5,14.2,14.2,57.8,884.5,2.2,209.7,0
2006,4,21,9,0,455.0,904.6,44.8,17.0,17.0,46.2,884.1,2.7,216.6,0
2006,4,21,10,0,657.8,972.3,50.0,20.7,20.7,35.0,883.6,3.1,226.9,0
2006,4,21,11,0,806.2,1005.5,53.2,24.9,24.9,25.1,883.0,3.4,240.8,0
2006,4,21,12,0,887.1,1019.4,54.9,28.2,28.2,14.7,882.6,1.7,211.6,0
2006,4,21,13,0,894.0,1019.4,55.3,30.2,30.2,11.6,881.5,1.4,201.4,0
2006,4,21,14,0,826.5,1005.9,54.3,31.8,31.8,9.9,880.4,0.9,189.0,0
2006,4,21,15,0,690.0,974.1,51.8,33.0,33.0,7.4,880.2,0.5,226.2,0
2006,4,21,16,0,496.4,912.2,47.3,33.6,33.6,6.5,880.0,0.1,320.8,0
2006,4,21,17,0,265.1,777.1,39.1,33.0,33.0,7.1,879.9,0.8,339.3,0
2006,4,21,18,0,38.1,329.4,17.0,29.1,29.1,20.5,879.2,6.0,9.1,0
2006,4,21,19,0,0.0,0.0,0.0,26.4,26.4,22.3,879.6,5.2,27.8,0
2006,4,21,20,0,0.0,0.0,0.0,23.9,23.9,27.4,880.0,5.3,44.5,0
2006,4,21,21,0,0.0,0.0,0.0,21.5,21.5,36.1,880.4,5.3,46.9,0
2006,4,21,22,0,0.0,0.0,0.0,19.6,19.6,47.2,880.7,4.5,42.5,0
2006,4,21,23,0,0.0,0.0,0.0,18.1,18.1,60.0,880.8,3.0,27.9,0
2006,4,22,0,0,0.0,0.0,0.0,15.3,15.3,63.2,880.8,2.3,34.4,0
2006,4,22,1,0,0.0,0.0,0.0,14.3,14.3,61.2,880.9,2.6,36.0,0
2006,4,22,2,0,0.0,0.0,0.0,13.1,13.1,60.2,881.1,2.8,37.8,0
2006,4,22,3,0,0.0,0.0,0.0,12.1,12.1,61.3,881.0,2.8,38.4,0
2006,4,22,4,0,0.0,0.0,0.0,11.1,11.1,63.1,881.0,2.7,39.9,0
2006,4,22,5,0,0.0,0.0,0.0,10.1,10.1,65.5,881.0,2.6,44.3,0
2006,4,22,6,0,0.0,0.0,0.0,10.6,10.6,61.0,880.8,1.9,346.6,0
2006,4,22,7,0,4.6,0.0,4.6,11.4,11.4,48.6,880.8,0.8,253.8,0
2006,4,22,8,0,207.0,695.4,37.8,13.2,13.2,35.1,880.8,0.3,257.1,0
2006,4,22,9,0,437.7,862.3,48.6,16.0,16.0,25.1,880.8,1.2,272.8,0
2006,4,22,10,0,636.7,934.8,54.8,19.6,19.6,15.5,880.7,2.0,286.5,0
2006,4,22,11,0,782.6,970.4,58.7,23.7,23.7,7.2,880.5,2.5,297.6,0
2006,4,22,12,0,862.0,985.4,60.8,27.0,27.0,8.3,879.0,1.3,337.2,0
2006,4,22,13,0,869.7,987.0,61.0,29.0,29.0,6.3,878.5,1.3,341.5,0
2006,4,22,14,0,804.0,974.2,59.5,30.6,30.6,5.7,878.1,1.6,348.0,0
2006,4,22,15,0,670.1,942.2,56.2,31.7,31.7,4.3,877.8,1.7,345.8,0
2006,4,22,16,0,480.0,878.1,50.6,32.2,32.2,4.5,877.5,2.0,345.5,0
2006,4,22,17,0,253.2,737.7,41.1,31.8,31.8,6.2,877.3,2.5,346.0,0
2006,4,22,18,0,33.9,282.4,16.7,28.1,28.1,20.0,878.4,3.5,10.0,0
2006,4,22,19,0,0.0,0.0,0.0,25.7,25.7,22.1,879.1,2.9,53.4,0
2006,4,22,20,0,0.0,0.0,0.0,23.4,23.4,27.4,879.7,4.3,90.1,0
2006,4,22,21,0,0.0,0.0,0.0,21.3,21.3,35.9,880.1,4.6,85.3,0
2006,4,22,22,0,0.0,0.0,0.0,19.6,19.6,46.8,880.5,3.7,77.4,0
2006,4,22,23,0,0.0,0.0,0.0,18.4,18.4,59.3,880.7,1.7,54.7,0
2006,4,23,0,0,0.0,0.0,0.0,16.1,16.1,68.0,881.0,2.9,25.2,0
2006,4,23,1,0,0.0,0.0,0.0,15.3,15.3,66.5,881.0,3.2,26.6,0
2006,4,23,2,0,0.0,0.0,0.0,14.5,14.5,65.8,881.0,3.5,27.9,0
2006,4,23,3,0,0.0,0.0,0.0,13.9,13.9,67.0,881.5,3.4,27.3,0
2006,4,23,4,0,0.0,0.0,0.0,13.3,13.3,68.9,881.9,3.2,26.4,0
2006,4,23,5,0,0.0,0.0,0.0,12.8,12.8,71.3,882.4,3.0,24.8,0
2006,4,23,6,0,0.0,0.0,0.0,11.9,11.9,74.1,883.2,1.7,101.1,0
2006,4,23,7,0,4.1,0.0,4.1,12.7,12.7,65.4,883.6,0.6,197.1,0
2006,4,23,8,0,205.0,690.4,38.2,14.4,14.4,55.7,884.0,0.7,211.3,0
2006,4,23,9,0,436.3,862.2,49.3,17.3,17.3,44.9,883.7,1.6,237.0,0
2006,4,23,10,0,636.5,937.1,55.6,20.9,20.9,34.7,883.4,2.3,268.4,0
2006,4,23,11,0,783.6,974.6,59.4,25.1,25.1,25.7,883.0,2.8,292.5,0
2006,4,23,12,0,864.3,991.5,61.3,26.8,26.8,22.4,882.3,0.4,341.5,0
2006,4,23,13,0,871.3,992.7,61.3,28.8,28.8,20.6,881.5,0.7,356.3,0
2006,4,23,14,0,804.7,979.2,59.7,30.4,30.4,20.1,880.9,1.6,2.9,0
2006,4,23,15,0,669.9,946.9,56.3,31.7,31.7,18.2,880.7,1.9,0.4,0
2006,4,23,16,0,478.8,882.0,50.5,32.4,32.4,17.9,880.6,2.4,358.5,0
2006,4,23,17,0,251.2,740.4,40.8,31.6,31.6,19.1,880.7,3.0,357.3,0
2006,4,23,18,0,32.0,275.1,16.0,29.5,29.5,24.9,880.7,5.9,4.2,0
2006,4,23,19,0,0.0,0.0,0.0,26.8,26.8,27.3,881.2,5.3,19.3,0
2006,4,23,20,0,0.0,0.0,0.0,24.1,24.1,33.0,881.6,5.5,30.3,0
2006,4,23,21,0,0.0,0.0,0.0,21.6,21.6,41.8,882.5,5.3,33.4,0
2006,4,23,22,0,0.0,0.0,0.0,19.5,19.5,53.0,883.3,4.3,30.4,0
2006,4,23,23,0,0.0,0.0,0.0,17.9,17.9,65.8,884.0,2.8,17.9,0
2006,4,24,0,0,0.0,0.0,0.0,15.5,15.5,70.8,883.2,2.9,40.3,0
2006,4,24,1,0,0.0,0.0,0.0,14.4,14.4,71.1,883.5,3.1,39.4,0
2006,4,24,2,0,0.0,0.0,0.0,13.2,13.2,72.2,883.8,3.2,38.8,0
2006,4,24,3,0,0.0,0.0,0.0,12.1,12.1,72.6,884.3,3.1,40.4,0
2006,4,24,4,0,0.0,0.0,0.0,11.1,11.1,73.7,884.8,3.0,43.1,0
2006,4,24,5,0,0.0,0.0,0.0,10.2,10.2,75.3,885.2,2.7,47.8,0
2006,4,24,6,0,0.0,0.0,0.0,9.1,9.1,82.3,886.3,1.5,104.4,0
2006,4,24,7,0,3.5,0.0,3.5,9.9,9.9,72.0,886.7,0.4,178.6,0
2006,4,24,8,0,203.0,691.5,37.2,11.7,11.7,60.5,887.0,0.8,209.3,0
2006,4,24,9,0,432.7,861.8,47.8,14.7,14.7,49.0,886.9,1.8,231.6,0
2006,4,24,10,0,631.3,935.7,53.6,18.5,18.5,37.8,886.7,2.5,253.5,0
2006,4,24,11,0,776.7,972.3,57.0,22.9,22.9,28.0,886.4,3.0,272.2,0
2006,4,24,12,0,856.2,988.6,58.7,24.5,24.5,26.3,885.4,1.1,327.8,0
2006,4,24,13,0,863.7,990.7,58.7,26.6,26.6,24.2,885.0,1.4,337.4,0
2006,4,24,14,0,797.9,978.3,57.1,28.3,28.3,23.5,884.6,2.0,347.1,0
2006,4,24,15,0,664.4,947.4,53.8,29.5,29.5,21.6,884.2,2.1,341.3,0
2006,4,24,16,0,474.8,884.4,48.4,30.0,30.0,21.2,883.9,2.5,338.2,0
2006,4,24,17,0,248.6,744.8,39.3,29.5,29.5,22.3,883.8,3.0,337.1,0
2006,4,24,18,0,30.1,274.1,15.1,26.8,26.8,32.5,884.4,4.0,352.1,0
2006,4,24,19,0,0.0,0.0,0.0,24.2,24.2,35.1,885.2,2.1,31.6,0
2006,4,24,20,0,0.0,0.0,0.0,21.8,21.8,41.0,885.9,3.2,97.3,0
2006,4,24,21,0,0.0,0.0,0.0,19.7,19.7,49.7,886.4,3.4,89.2,0
2006,4,24,22,0,0.0,0.0,0.0,18.1,18.1,60.8,886.8,2.5,77.3,0
2006,4,24,23,0,0.0,0.0,0.0,16.9,16.9,73.6,887.1,0.5,29.9,0
2006,4,25,0,0,0.0,0.0,0.0,16.4,16.4,71.1,887.9,1.9,17.0,0
2006,4,25,1,0,0.0,0.0,0.0,15.6,15.6,69.9,888.2,2.1,15.1,0
2006,4,25,2,0,0.0,0.0,0.0,14.7,14.7,69.5,888.5,2.3,12.6,0
2006,4,25,3,0,0.0,0.0,0.0,13.9,13.9,70.8,888.2,2.3,13.3,0
2006,4,25,4,0,0.0,0.0,0.0,13.0,13.0,72.8,887.9,2.3,13.6,0
2006,4,25,5,0,0.0,0.0,0.0,12.2,12.2,75.4,887.5,2.1,13.5,0
2006,4,25,6,0,0.0,0.0,0.0,10.7,10.7,86.4,888.4,1.5,20.0,0
2006,4,25,7,0,3.0,0.0,3.0,10.5,10.5,77.6,888.2,0.4,7.1,0
2006,4,25,8,0,205.8,716.1,35.5,12.0,12.0,67.7,887.9,0.6,334.7,0
2006,4,25,9,0,437.6,883.2,45.1,15.2,15.2,56.3,887.5,1.6,310.6,0
2006,4,25,10,0,637.7,955.8,50.2,19.2,19.2,45.3,887.0,2.4,306.3,0
2006,4,25,11,0,784.2,991.7,53.1,23.8,23.8,35.6,886.5,2.9,307.9,0
2006,4,25,12,0,864.6,1008.1,54.4,24.1,24.1,33.0,884.6,2.1,336.9,0
2006,4,25,13,0,870.7,1008.1,54.9,26.6,26.6,29.8,883.9,2.1,343.4,0
2006,4,25,14,0,803.1,993.7,54.1,28.6,28.6,27.9,883.2,2.5,351.5,0
2006,4,25,15,0,667.8,961.1,51.7,30.0,30.0,25.2,883.0,2.7,345.8,0
2006,4,25,16,0,476.1,896.3,47.1,30.8,30.8,24.0,882.8,3.2,342.8,0
2006,4,25,17,0,248.0,753.9,38.5,30.2,30.2,24.3,882.7,3.8,341.5,0
2006,4,25,18,0,28.4,269.3,14.4,28.1,28.1,35.1,882.9,5.2,351.0,0
2006,4,25,19,0,0.0,0.0,0.0,25.4,25.4,37.5,883.6,3.4,11.8,0
2006,4,25,20,0,0.0,0.0,0.0,22.8,22.8,43.1,884.3,3.1,36.3,0
2006,4,25,21,0,0.0,0.0,0.0,20.3,20.3,52.2,885.3,3.0,53.5,0
2006,4,25,22,0,0.0,0.0,0.0,18.2,18.2,63.7,886.1,2.3,74.9,0
2006,4,25,23,0,0.0,0.0,0.0,16.6,16.6,76.9,886.7,1.7,220.2,0
2006,4,26,0,0,0.0,0.0,0.0,16.4,16.4,64.8,887.2,2.0,34.9,0
2006,4,26,1,0,0.0,0.0,0.0,15.3,15.3,65.3,887.5,2.2,34.2,0
2006,4,26,2,0,0.0,0.0,0.0,14.1,14.1,66.7,887.9,2.4,33.6,0
2006,4,26,3,0,0.0,0.0,0.0,13.1,13.1,66.7,887.7,2.5,36.6,0
2006,4,26,4,0,0.0,0.0,0.0,12.2,12.2,67.4,887.4,2.6,40.6,0
2006,4,26,5,0,0.0,0.0,0.0,11.3,11.3,68.7,887.2,2.5,45.9,0
2006,4,26,6,0,0.0,0.0,0.0,9.5,9.5,77.9,885.9,1.6,27.3,0
2006,4,26,7,0,2.5,0.0,2.5,10.1,10.1,67.0,885.8,0.5,232.4,0
2006,4,26,8,0,196.7,669.9,38.6,11.7,11.7,55.0,885.7,0.6,247.7,0
2006,4,26,9,0,424.1,844.7,50.6,14.9,14.9,43.3,885.6,1.5,278.3,0
2006,4,26,10,0,620.9,919.9,57.7,18.8,18.8,32.0,885.5,2.2,294.5,0
2006,4,26,11,0,764.9,957.0,62.1,23.3,23.3,21.9,885.2,2.6,305.0,0
2006,4,26,12,0,843.1,972.6,64.6,25.0,25.0,22.4,884.9,2.3,324.5,0
2006,4,26,13,0,849.7,973.8,64.9,27.1,27.1,20.0,884.4,2.7,337.5,0
2006,4,26,14,0,783.2,959.6,63.2,28.9,28.9,19.0,884.0,3.5,347.8,0
2006,4,26,15,0,649.4,925.2,59.4,30.1,30.1,17.4,883.8,3.2,345.7,0
2006,4,26,16,0,460.2,856.5,53.1,30.8,30.8,17.3,883.7,3.2,344.4,0
2006,4,26,17,0,235.9,705.2,42.2,30.4,30.4,18.7,883.6,3.3,344.0,0
2006,4,26,18,0,24.9,215.9,14.2,27.3,27.3,27.1,884.7,2.7,357.0,0
2006,4,26,19,0,0.0,0.0,0.0,24.7,24.7,29.5,885.6,2.2,73.4,0
2006,4,26,20,0,0.0,0.0,0.0,22.3,22.3,35.1,886.5,4.1,117.9,0
2006,4,26,21,0,0.0,0.0,0.0,19.9,19.9,43.9,887.0,4.6,115.7,0
2006,4,26,22,0,0.0,0.0,0.0,18.0,18.0,55.1,887.5,3.9,119.6,0
2006,4,26,23,0,0.0,0.0,0.0,16.5,16.5,67.9,887.8,2.4,143.4,0
2006,4,27,0,0,0.0,0.0,0.0,15.8,15.8,68.3,887.5,2.7,28.6,0
2006,4,27,1,0,0.0,0.0,0.0,14.8,14.8,67.8,887.6,2.9,29.1,0
2006,4,27,2,0,0.0,0.0,0.0,13.7,13.7,68.1,887.8,3.1,29.7,0
2006,4,27,3,0,0.0,0.0,0.0,12.8,12.8,68.5,887.8,3.0,30.8,0
2006,4,27,4,0,0.0,0.0,0.0,11.9,11.9,69.6,887.7,2.9,32.5,0
2006,4,27,5,0,0.0,0.0,0.0,11.1,11.1,71.3,887.6,2.7,35.2,0
2006,4,27,6,0,0.0,0.0,0.0,10.0,10.0,81.6,887.9,1.6,83.8,0
2006,4,27,7,0,2.0,0.0,2.0,10.6,10.6,72.9,888.0,0.4,170.1,0
2006,4,27,8,0,192.4,653.1,39.5,12.3,12.3,63.0,887.9,0.7,210.9,0
2006,4,27,9,0,418.8,833.8,52.0,15.4,15.4,49.9,887.8,1.6,245.4,0
2006,4,27,10,0,615.4,912.4,59.2,19.3,19.3,37.3,887.5,2.4,270.3,0
2006,4,27,11,0,759.6,951.5,63.6,23.8,23.8,25.9,887.2,2.9,287.0,0
2006,4,27,12,0,838.2,968.8,65.8,24.5,24.5,26.6,885.9,3.2,353.2,0
2006,4,27,13,0,845.1,971.4,65.5,26.9,26.9,23.7,885.3,3.6,357.3,0
2006,4,27,14,0,779.3,958.5,63.3,28.8,28.8,22.3,884.9,4.3,0.8,0
2006,4,27,15,0,646.1,925.7,59.0,30.2,30.2,20.5,884.9,4.3,358.2,0
2006,4,27,16,0,457.7,858.5,52.4,31.1,31.1,20.2,885.0,4.5,355.8,0
2006,4,27,17,0,234.0,709.0,41.4,30.7,30.7,21.5,885.2,4.9,353.9,0
2006,4,27,18,0,23.4,216.3,13.4,28.4,28.4,31.1,884.8,8.1,2.5,0
2006,4,27,19,0,0.0,0.0,0.0,25.8,25.8,33.7,885.8,6.9,17.7,0
2006,4,27,20,0,0.0,0.0,0.0,23.3,23.3,39.6,886.6,6.3,30.6,0
2006,4,27,21,0,0.0,0.0,0.0,21.1,21.1,47.9,887.2,5.6,35.5,0
2006,4,27,22,0,0.0,0.0,0.0,19.2,19.2,58.6,887.5,4.4,33.4,0
2006,4,27,23,0,0.0,0.0,0.0,17.8,17.8,71.0,887.8,2.9,16.8,0
2006,4,28,0,0,0.0,0.0,0.0,16.9,16.9,67.0,889.6,1.9,27.7,0
2006,4,28,1,0,0.0,0.0,0.0,16.0,16.0,67.2,889.7,2.1,27.7,0
2006,4,28,2,0,0.0,0.0,0.0,15.0,15.0,68.3,889.9,2.3,27.6,0
2006,4,28,3,0,0.0,0.0,0.0,13.9,13.9,68.9,889.5,2.4,28.7,0
2006,4,28,4,0,0.0,0.0,0.0,12.9,12.9,70.2,889.1,2.4,30.2,0
2006,4,28,5,0,0.0,0.0,0.0,12.0,12.0,72.1,888.7,2.4,32.6,0
2006,4,28,6,0,0.0,0.0,0.0,10.7,10.7,81.5,888.3,1.5,81.0,0
2006,4,28,7,0,1.5,0.0,1.5,11.3,11.3,72.6,888.2,0.4,164.3,0
2006,4,28,8,0,197.7,697.9,35.8,12.9,12.9,62.7,888.0,0.7,195.5,0
2006,4,28,9,0,426.9,871.1,45.7,16.1,16.1,49.6,887.6,1.7,231.8,0
2006,4,28,10,0,624.9,945.7,50.9,20.0,20.0,37.0,887.1,2.4,264.7,0
2006,4,28,11,0,769.9,983.3,53.6,24.6,24.6,25.6,886.6,2.9,286.2,0
2006,4,28,12,0,849.2,1000.5,54.7,25.5,25.5,28.1,885.0,2.5,337.6,0
2006,4,28,13,0,855.7,1002.2,54.7,27.9,27.9,25.2,884.3,2.5,342.8,0
2006,4,28,14,0,789.4,989.9,53.3,29.9,29.9,23.7,883.7,2.8,349.5,0
2006,4,28,15,0,655.4,958.8,50.4,31.0,31.0,22.6,883.2,2.8,346.5,0
2006,4,28,16,0,465.7,896.1,45.5,31.4,31.4,23.1,882.7,3.1,344.9,0
2006,4,28,17,0,239.4,754.0,36.9,30.6,30.6,25.1,882.4,3.5,344.3,0
2006,4,28,18,0,23.2,250.3,12.2,27.7,27.7,28.9,884.0,5.0,350.4,0
2006,4,28,19,0,0.0,0.0,0.0,24.9,24.9,31.2,884.8,3.0,18.8,0
2006,4,28,20,0,0.0,0.0,0.0,22.3,22.3,36.8,885.5,2.9,55.9,0
2006,4,28,21,0,0.0,0.0,0.0,19.9,19.9,45.2,885.8,3.1,65.1,0
2006,4,28,22,0,0.0,0.0,0.0,18.0,18.0,56.0,886.0,2.3,65.5,0
2006,4,28,23,0,0.0,0.0,0.0,16.5,16.5,68.4,886.0,0.5,26.9,0
2006,4,29,0,0,0.0,0.0,0.0,15.3,15.3,74.4,886.9,1.6,23.9,0
2006,4,29,1,0,0.0,0.0,0.0,14.2,14.2,73.7,886.8,1.9,23.2,0
2006,4,29,2,0,0.0,0.0,0.0,13.1,13.1,73.8,886.7,2.0,22.2,0
2006,4,29,3,0,0.0,0.0,0.0,12.1,12.1,74.0,886.8,2.2,25.1,0
2006,4,29,4,0,0.0,0.0,0.0,11.0,11.0,75.0,886.9,2.3,28.7,0
2006,4,29,5,0,0.0,0.0,0.0,10.1,10.1,76.6,887.0,2.2,34.0,0
2006,4,29,6,0,0.0,0.0,0.0,8.6,8.6,81.0,887.1,1.5,153.5,0
2006,4,29,7,0,1.0,0.0,1.0,9.2,9.2,71.4,887.4,0.3,179.3,0
2006,4,29,8,0,200.8,725.1,33.8,10.9,10.9,60.8,887.6,0.7,194.7,0
2006,4,29,9,0,431.6,892.7,42.9,13.9,13.9,49.0,887.3,1.7,218.7,0
2006,4,29,10,0,630.2,964.0,47.6,17.8,17.8,37.6,886.9,2.4,246.5,0
2006,4,29,11,0,775.5,999.4,50.3,22.2,22.2,27.5,886.4,2.8,270.7,0
2006,4,29,12,0,854.7,1015.4,51.5,23.3,23.3,25.7,886.1,1.6,315.7,0
2006,4,29,13,0,859.8,1015.3,51.6,25.7,25.7,22.3,885.5,1.6,326.6,0
