Latitude: 43.688000
Longitude: 5.756000
Elevation: 287.000000
Month, Chosen year
1,2007
2,2007
3,2011
4,2008
5,2007
6,2012
7,2007
8,2014
9,2014
10,2008
11,2009
12,2014
Date&Time (UTC),Dry bulb temperature (deg. C),Relative Humidity (%), Global horizontal irradiance (W/m2) ,Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2), Infrared radiation downwards (W/m2),  Windspeed (m/s), Wind direction (deg.),  Air pressure (Pa)
05/04/2008 17:00:00,12.92,48.78,118.00,379.29,55.00,270.75,2.04,95,98354
05/04/2008 18:00:00,11.51,50.68,0.00,-0.00,0.00,270.63,1.89,99,98387
05/04/2008 19:00:00,10.10,52.57,0.00,-0.00,0.00,270.52,1.73,103,98419
05/04/2008 20:00:00,8.69,54.47,0.00,-0.00,0.00,270.40,1.57,107,98451
05/04/2008 21:00:00,7.89,58.52,0.00,-0.00,0.00,270.95,1.50,114,98432
05/04/2008 22:00:00,7.09,62.56,0.00,-0.00,0.00,271.50,1.43,121,98412
05/04/2008 23:00:00,6.28,66.61,0.00,-0.00,0.00,272.05,1.37,128,98393
06/04/2008 00:00:00,5.88,65.37,0.00,-0.00,0.00,272.23,1.38,132,98300
06/04/2008 01:00:00,5.47,64.13,0.00,-0.00,0.00,272.42,1.39,136,98206
06/04/2008 02:00:00,5.06,62.89,0.00,-0.00,0.00,272.60,1.41,140,98113
06/04/2008 03:00:00,4.94,64.88,0.00,-0.00,0.00,272.67,1.38,140,98090
06/04/2008 04:00:00,4.82,66.87,0.00,-0.00,0.00,272.73,1.36,140,98068
06/04/2008 05:00:00,4.70,68.86,0.00,-0.00,0.00,272.80,1.34,140,98045
06/04/2008 06:00:00,7.49,63.07,127.00,409.32,56.00,273.20,1.03,130,98032
06/04/2008 07:00:00,10.28,57.27,317.00,614.94,99.00,273.60,0.71,120,98019
06/04/2008 08:00:00,13.07,51.48,504.00,735.45,124.00,274.00,0.40,109,98007
06/04/2008 09:00:00,14.26,48.47,661.00,801.27,141.00,274.55,0.97,104,97936
06/04/2008 10:00:00,15.45,45.45,779.00,855.43,144.00,275.10,1.54,99,97865
06/04/2008 11:00:00,16.64,42.44,829.00,841.37,164.00,275.65,2.11,93,97794
06/04/2008 12:00:00,16.97,40.44,828.00,840.64,164.00,275.23,2.72,93,97681
06/04/2008 13:00:00,17.29,38.44,768.00,823.39,158.00,274.82,3.32,92,97568
06/04/2008 14:00:00,17.61,36.44,655.00,785.63,147.00,274.40,3.93,91,97456
06/04/2008 15:00:00,16.40,39.09,501.00,733.99,124.00,274.73,3.79,88,97407
06/04/2008 16:00:00,15.19,41.75,317.00,635.44,94.00,275.07,3.65,86,97359
06/04/2008 17:00:00,13.98,44.40,124.00,412.66,54.00,275.40,3.50,84,97311
06/04/2008 18:00:00,12.78,47.14,0.00,-0.00,0.00,276.47,3.40,86,97314
06/04/2008 19:00:00,11.59,49.87,0.00,-0.00,0.00,277.53,3.30,89,97317
06/04/2008 20:00:00,10.39,52.61,0.00,-0.00,0.00,278.60,3.20,92,97320
06/04/2008 21:00:00,9.84,55.14,0.00,-0.00,0.00,280.58,3.29,95,97278
06/04/2008 22:00:00,9.29,57.67,0.00,-0.00,0.00,282.57,3.37,99,97237
06/04/2008 23:00:00,8.74,60.20,0.00,-0.00,0.00,284.55,3.46,102,97195
07/04/2008 00:00:00,8.08,62.10,0.00,-0.00,0.00,283.98,3.45,104,97140
07/04/2008 01:00:00,7.42,64.00,0.00,-0.00,0.00,283.42,3.44,107,97085
07/04/2008 02:00:00,6.76,65.90,0.00,-0.00,0.00,282.85,3.43,109,97030
07/04/2008 03:00:00,6.92,68.56,0.00,-0.00,0.00,283.05,3.55,109,97014
07/04/2008 04:00:00,7.08,71.21,0.00,-0.00,0.00,283.25,3.67,110,96998
07/04/2008 05:00:00,7.25,73.87,0.00,-0.00,0.00,283.45,3.79,110,96982
07/04/2008 06:00:00,9.29,68.17,129.00,385.83,60.00,284.17,4.36,110,96982
07/04/2008 07:00:00,11.33,62.46,321.00,606.10,103.00,284.88,4.92,109,96982
07/04/2008 08:00:00,13.36,56.76,507.00,724.67,129.00,285.60,5.49,108,96982
07/04/2008 09:00:00,14.04,52.97,663.00,787.92,148.00,286.57,6.00,105,96943
07/04/2008 10:00:00,14.71,49.19,775.00,824.99,159.00,287.53,6.50,101,96905
07/04/2008 11:00:00,15.38,45.40,829.00,825.71,173.00,288.50,7.01,98,96866
07/04/2008 12:00:00,15.40,44.24,832.00,841.61,164.00,286.65,7.03,93,96815
07/04/2008 13:00:00,15.42,43.09,772.00,824.73,158.00,284.80,7.04,88,96763
07/04/2008 14:00:00,15.44,41.93,659.00,786.01,148.00,282.95,7.06,83,96712
07/04/2008 15:00:00,14.21,44.96,493.00,680.77,141.00,282.75,6.69,82,96705
07/04/2008 16:00:00,12.98,47.99,297.00,491.01,123.00,282.55,6.33,81,96699
07/04/2008 17:00:00,11.75,51.02,124.00,381.19,58.00,282.35,5.96,80,96692
07/04/2008 18:00:00,10.69,53.43,0.00,-0.00,0.00,281.78,5.99,87,96763
07/04/2008 19:00:00,9.63,55.84,0.00,-0.00,0.00,281.22,6.01,93,96834
07/04/2008 20:00:00,8.57,58.25,0.00,-0.00,0.00,280.65,6.04,100,96905
07/04/2008 21:00:00,7.77,60.16,0.00,-0.00,0.00,280.92,6.06,109,96931
07/04/2008 22:00:00,6.97,62.07,0.00,-0.00,0.00,281.18,6.08,118,96956
07/04/2008 23:00:00,6.17,63.98,0.00,-0.00,0.00,281.45,6.10,127,96982
08/04/2008 00:00:00,5.39,64.87,0.00,-0.00,0.00,280.28,6.00,129,96992
08/04/2008 01:00:00,4.61,65.77,0.00,-0.00,0.00,279.12,5.89,132,97001
08/04/2008 02:00:00,3.83,66.66,0.00,-0.00,0.00,277.95,5.79,134,97011
08/04/2008 03:00:00,3.48,64.52,0.00,-0.00,0.00,276.17,5.80,137,97059
08/04/2008 04:00:00,3.13,62.37,0.00,-0.00,0.00,274.38,5.80,140,97108
08/04/2008 05:00:00,2.78,60.23,0.00,-0.00,0.00,272.60,5.81,143,97156
08/04/2008 06:00:00,4.57,50.82,138.00,434.40,58.00,270.97,5.86,143,97169
08/04/2008 07:00:00,6.36,41.41,329.00,622.26,102.00,269.33,5.91,143,97182
08/04/2008 08:00:00,8.14,32.00,515.00,740.76,125.00,267.70,5.96,144,97195
08/04/2008 09:00:00,9.57,29.04,668.00,790.03,148.00,267.60,5.59,138,97172
08/04/2008 10:00:00,11.00,26.08,784.00,842.89,151.00,267.50,5.22,133,97150
08/04/2008 11:00:00,12.43,23.12,838.00,842.83,165.00,267.40,4.86,127,97127
08/04/2008 12:00:00,12.93,22.78,822.00,794.98,188.00,267.65,4.63,120,97076
08/04/2008 13:00:00,13.43,22.45,776.00,824.78,159.00,267.90,4.41,114,97024
08/04/2008 14:00:00,13.93,22.11,636.00,685.45,188.00,268.15,4.19,107,96972
08/04/2008 15:00:00,12.59,25.82,226.00,21.14,215.00,271.23,3.63,102,96982
08/04/2008 16:00:00,11.24,29.52,302.00,505.89,121.00,274.32,3.07,97,96992
08/04/2008 17:00:00,9.90,33.23,126.00,373.65,60.00,277.40,2.51,92,97001
08/04/2008 18:00:00,9.31,36.73,0.00,-0.00,0.00,280.72,2.34,87,97040
08/04/2008 19:00:00,8.73,40.23,0.00,-0.00,0.00,284.03,2.17,83,97079
08/04/2008 20:00:00,8.14,43.73,0.00,-0.00,0.00,287.35,2.00,78,97117
08/04/2008 21:00:00,7.84,49.28,0.00,-0.00,0.00,289.43,1.43,67,97098
08/04/2008 22:00:00,7.54,54.84,0.00,-0.00,0.00,291.52,0.85,56,97079
08/04/2008 23:00:00,7.23,60.39,0.00,-0.00,0.00,293.60,0.28,46,97059
09/04/2008 00:00:00,6.71,64.71,0.00,-0.00,0.00,295.95,0.53,25,97024
09/04/2008 01:00:00,6.18,69.02,0.00,-0.00,0.00,298.30,0.79,5,96989
09/04/2008 02:00:00,5.66,73.34,0.00,-0.00,0.00,300.65,1.05,344,96953
09/04/2008 03:00:00,5.99,73.54,0.00,-0.00,0.00,303.02,1.42,339,96924
09/04/2008 04:00:00,6.32,73.75,0.00,-0.00,0.00,305.38,1.78,334,96895
09/04/2008 05:00:00,6.65,73.95,0.00,0.00,0.00,307.75,2.15,328,96866
09/04/2008 06:00:00,7.76,76.45,36.00,0.00,36.00,309.68,2.54,332,96885
09/04/2008 07:00:00,8.87,78.94,125.00,5.41,123.00,311.62,2.93,335,96905
09/04/2008 08:00:00,9.98,81.44,82.00,0.00,82.00,313.55,3.32,339,96924
09/04/2008 09:00:00,10.17,84.54,70.00,0.00,70.00,314.35,3.15,348,96924
09/04/2008 10:00:00,10.36,87.64,159.00,0.00,159.00,315.15,2.97,358,96924
09/04/2008 11:00:00,10.55,90.74,111.00,0.00,111.00,315.95,2.80,8,96924
09/04/2008 12:00:00,10.61,88.09,144.00,0.00,144.00,318.00,2.89,343,96956
09/04/2008 13:00:00,10.67,85.45,131.00,0.00,131.00,320.05,2.98,318,96989
09/04/2008 14:00:00,10.72,82.80,65.00,0.00,65.00,322.10,3.08,293,97021
09/04/2008 15:00:00,10.46,83.68,105.00,0.00,105.00,318.23,2.83,290,97027
09/04/2008 16:00:00,10.21,84.57,106.00,0.00,106.00,314.37,2.58,288,97034
09/04/2008 17:00:00,9.95,85.45,68.00,27.76,63.00,310.50,2.33,285,97040
09/04/2008 18:00:00,9.36,86.87,0.00,-0.00,0.00,310.67,2.42,295,97088
09/04/2008 19:00:00,8.77,88.29,0.00,-0.00,0.00,310.83,2.51,304,97137
09/04/2008 20:00:00,8.18,89.71,0.00,-0.00,0.00,311.00,2.61,314,97185
09/04/2008 21:00:00,8.24,90.13,0.00,-0.00,0.00,312.08,2.56,316,97159
09/04/2008 22:00:00,8.30,90.55,0.00,-0.00,0.00,313.17,2.51,318,97134
09/04/2008 23:00:00,8.35,90.97,0.00,-0.00,0.00,314.25,2.47,319,97108
10/04/2008 00:00:00,7.98,91.46,0.00,-0.00,0.00,309.95,2.55,320,97076
10/04/2008 01:00:00,7.61,91.96,0.00,-0.00,0.00,305.65,2.63,320,97043
10/04/2008 02:00:00,7.24,92.45,0.00,-0.00,0.00,301.35,2.72,320,97011
10/04/2008 03:00:00,7.73,92.51,0.00,-0.00,0.00,305.55,3.03,325,96972
10/04/2008 04:00:00,8.22,92.56,0.00,-0.00,0.00,309.75,3.34,330,96934
10/04/2008 05:00:00,8.72,92.62,0.00,0.00,0.00,313.95,3.66,336,96895
10/04/2008 06:00:00,9.58,94.67,35.00,0.00,35.00,327.37,4.24,339,96856
10/04/2008 07:00:00,10.44,96.72,129.00,5.34,127.00,340.78,4.83,342,96818
10/04/2008 08:00:00,11.30,98.77,125.00,0.00,125.00,354.20,5.42,345,96779
10/04/2008 09:00:00,11.69,98.77,180.00,0.00,180.00,357.72,4.96,352,96715
10/04/2008 10:00:00,12.08,98.77,139.00,0.00,139.00,361.23,4.49,0,96650
10/04/2008 11:00:00,12.47,98.77,99.00,0.00,99.00,364.75,4.03,8,96586
10/04/2008 12:00:00,12.76,98.25,119.00,0.00,119.00,357.22,3.95,9,96586
10/04/2008 13:00:00,13.04,97.74,129.00,0.00,129.00,349.68,3.88,9,96586
10/04/2008 14:00:00,13.32,97.22,127.00,0.00,127.00,342.15,3.81,10,96586
10/04/2008 15:00:00,12.83,97.46,80.00,0.00,80.00,342.45,3.01,18,96576
10/04/2008 16:00:00,12.33,97.70,112.00,2.74,111.00,342.75,2.22,25,96567
10/04/2008 17:00:00,11.84,97.94,26.00,0.00,26.00,343.05,1.42,33,96557
10/04/2008 18:00:00,11.25,97.83,0.00,-0.00,0.00,341.73,1.60,30,96592
10/04/2008 19:00:00,10.66,97.72,0.00,-0.00,0.00,340.42,1.78,27,96628
10/04/2008 20:00:00,10.07,97.61,0.00,-0.00,0.00,339.10,1.96,24,96663
10/04/2008 21:00:00,9.88,97.45,0.00,-0.00,0.00,336.60,2.06,14,96637
10/04/2008 22:00:00,9.69,97.28,0.00,-0.00,0.00,334.10,2.17,5,96612
10/04/2008 23:00:00,9.49,97.12,0.00,-0.00,0.00,331.60,2.28,355,96586
11/04/2008 00:00:00,9.34,95.53,0.00,-0.00,0.00,326.42,2.57,348,96583
11/04/2008 01:00:00,9.19,93.95,0.00,-0.00,0.00,321.23,2.87,341,96579
11/04/2008 02:00:00,9.04,92.36,0.00,-0.00,0.00,316.05,3.17,333,96576
11/04/2008 03:00:00,9.30,93.01,0.00,-0.00,0.00,316.10,3.20,342,96579
11/04/2008 04:00:00,9.56,93.67,0.00,-0.00,0.00,316.15,3.23,351,96583
11/04/2008 05:00:00,9.82,94.32,0.00,0.00,0.00,316.20,3.26,0,96586
11/04/2008 06:00:00,11.59,92.95,68.00,10.01,66.00,316.42,3.50,5,96592
11/04/2008 07:00:00,13.37,91.57,84.00,0.00,84.00,316.63,3.74,10,96599
11/04/2008 08:00:00,15.14,90.20,277.00,51.78,249.00,316.85,3.99,14,96605
11/04/2008 09:00:00,15.90,86.84,246.00,4.47,243.00,318.30,4.38,15,96583
11/04/2008 10:00:00,16.65,83.49,246.00,0.00,246.00,319.75,4.77,16,96560
11/04/2008 11:00:00,17.40,80.13,292.00,2.47,290.00,321.20,5.16,18,96538
11/04/2008 12:00:00,17.24,75.77,455.00,66.79,401.00,320.60,5.34,10,96534
11/04/2008 13:00:00,17.08,71.42,400.00,50.09,362.00,320.00,5.53,3,96531
11/04/2008 14:00:00,16.91,67.06,541.00,361.60,301.00,319.40,5.71,355,96528
11/04/2008 15:00:00,15.65,74.50,437.00,407.20,221.00,319.28,5.27,360,96531
11/04/2008 16:00:00,14.40,81.94,227.00,152.23,171.00,319.17,4.84,4,96534
11/04/2008 17:00:00,13.14,89.38,103.00,144.38,76.00,319.05,4.40,8,96538
11/04/2008 18:00:00,12.59,92.04,0.00,0.00,0.00,320.35,4.26,11,96557
11/04/2008 19:00:00,12.05,94.69,0.00,-0.00,0.00,321.65,4.11,13,96576
11/04/2008 20:00:00,11.51,97.35,0.00,-0.00,0.00,322.95,3.97,15,96596
11/04/2008 21:00:00,11.48,97.72,0.00,-0.00,0.00,322.88,4.00,14,96560
11/04/2008 22:00:00,11.45,98.10,0.00,-0.00,0.00,322.82,4.03,13,96525
11/04/2008 23:00:00,11.41,98.47,0.00,-0.00,0.00,322.75,4.06,12,96489
12/04/2008 00:00:00,11.22,98.35,0.00,-0.00,0.00,328.93,3.98,11,96476
12/04/2008 01:00:00,11.02,98.23,0.00,-0.00,0.00,335.12,3.90,10,96463
12/04/2008 02:00:00,10.82,98.11,0.00,-0.00,0.00,341.30,3.82,9,96451
12/04/2008 03:00:00,11.13,98.08,0.00,-0.00,0.00,337.17,3.95,14,96431
12/04/2008 04:00:00,11.44,98.04,0.00,-0.00,0.00,333.03,4.09,19,96412
12/04/2008 05:00:00,11.76,98.01,0.00,0.00,0.00,328.90,4.22,25,96393
12/04/2008 06:00:00,12.22,97.90,33.00,0.00,33.00,327.42,4.76,28,96409
12/04/2008 07:00:00,12.69,97.80,38.00,0.00,38.00,325.93,5.30,32,96425
12/04/2008 08:00:00,13.15,97.69,369.00,187.03,267.00,324.45,5.83,36,96441
12/04/2008 09:00:00,12.93,98.06,94.00,0.00,94.00,327.12,5.46,51,96470
12/04/2008 10:00:00,12.71,98.42,274.00,2.61,272.00,329.78,5.09,66,96499
12/04/2008 11:00:00,12.49,98.79,539.00,144.96,421.00,332.45,4.72,81,96528
12/04/2008 12:00:00,12.11,95.98,623.00,268.44,405.00,329.33,4.78,92,96631
12/04/2008 13:00:00,11.73,93.18,725.00,610.26,260.00,326.22,4.84,103,96734
12/04/2008 14:00:00,11.34,90.37,464.00,194.90,334.00,323.10,4.90,115,96837
12/04/2008 15:00:00,10.32,89.03,113.00,0.00,113.00,320.35,4.83,117,96879
12/04/2008 16:00:00,9.31,87.68,177.00,48.50,159.00,317.60,4.76,120,96921
12/04/2008 17:00:00,8.29,86.34,49.00,0.00,49.00,314.85,4.69,122,96963
12/04/2008 18:00:00,7.46,85.61,0.00,0.00,0.00,312.73,4.49,123,97043
12/04/2008 19:00:00,6.64,84.88,0.00,-0.00,0.00,310.62,4.29,124,97124
12/04/2008 20:00:00,5.81,84.15,0.00,-0.00,0.00,308.50,4.10,124,97204
12/04/2008 21:00:00,5.76,82.82,0.00,-0.00,0.00,303.63,4.48,125,97208
12/04/2008 22:00:00,5.70,81.48,0.00,-0.00,0.00,298.77,4.86,126,97211
12/04/2008 23:00:00,5.64,80.15,0.00,-0.00,0.00,293.90,5.24,127,97214
13/04/2008 00:00:00,5.73,78.58,0.00,-0.00,0.00,290.05,5.51,128,97217
13/04/2008 01:00:00,5.81,77.01,0.00,-0.00,0.00,286.20,5.78,129,97220
13/04/2008 02:00:00,5.89,75.44,0.00,-0.00,0.00,282.35,6.06,130,97224
13/04/2008 03:00:00,6.09,74.65,0.00,-0.00,0.00,281.57,6.07,131,97266
13/04/2008 04:00:00,6.29,73.85,0.00,-0.00,0.00,280.78,6.09,132,97307
13/04/2008 05:00:00,6.49,73.06,0.00,0.00,0.00,280.00,6.11,133,97349
13/04/2008 06:00:00,8.04,68.78,61.00,4.76,60.00,278.68,6.42,133,97414
13/04/2008 07:00:00,9.59,64.50,237.00,141.18,182.00,277.37,6.74,133,97478
13/04/2008 08:00:00,11.14,60.22,405.00,263.67,260.00,276.05,7.05,133,97543
13/04/2008 09:00:00,12.22,55.98,642.00,613.03,225.00,275.45,6.82,131,97568
13/04/2008 10:00:00,13.30,51.75,789.00,784.10,184.00,274.85,6.60,129,97594
13/04/2008 11:00:00,14.37,47.51,835.00,769.17,206.00,274.25,6.37,126,97620
13/04/2008 12:00:00,14.54,45.19,837.00,783.45,198.00,274.53,6.45,122,97594
13/04/2008 13:00:00,14.71,42.87,732.00,624.58,254.00,274.82,6.52,117,97568
13/04/2008 14:00:00,14.87,40.55,608.00,534.12,250.00,275.10,6.59,112,97543
13/04/2008 15:00:00,13.88,42.21,446.00,419.04,221.00,275.37,6.13,109,97591
13/04/2008 16:00:00,12.88,43.88,334.00,603.57,108.00,275.63,5.66,106,97639
13/04/2008 17:00:00,11.89,45.54,148.00,453.99,60.00,275.90,5.20,103,97688
13/04/2008 18:00:00,10.80,47.92,0.00,0.00,0.00,276.43,4.91,105,97791
13/04/2008 19:00:00,9.72,50.30,0.00,-0.00,0.00,276.97,4.61,107,97894
13/04/2008 20:00:00,8.63,52.68,0.00,-0.00,0.00,277.50,4.32,109,97997
13/04/2008 21:00:00,8.10,55.53,0.00,-0.00,0.00,278.65,4.13,111,98016
13/04/2008 22:00:00,7.57,58.37,0.00,-0.00,0.00,279.80,3.94,114,98036
13/04/2008 23:00:00,7.03,61.22,0.00,-0.00,0.00,280.95,3.75,117,98055
14/04/2008 00:00:00,6.57,62.58,0.00,-0.00,0.00,281.23,3.60,119,98074
14/04/2008 01:00:00,6.10,63.94,0.00,-0.00,0.00,281.52,3.45,121,98094
14/04/2008 02:00:00,5.64,65.30,0.00,-0.00,0.00,281.80,3.30,124,98113
14/04/2008 03:00:00,5.82,67.21,0.00,-0.00,0.00,281.02,3.35,123,98148
14/04/2008 04:00:00,6.00,69.13,0.00,-0.00,0.00,280.23,3.41,122,98184
14/04/2008 05:00:00,6.19,71.04,0.00,0.00,0.00,279.45,3.46,122,98219
14/04/2008 06:00:00,8.52,64.91,171.00,492.80,65.00,279.00,3.52,120,98258
14/04/2008 07:00:00,10.86,58.78,364.00,666.92,101.00,278.55,3.57,119,98296
14/04/2008 08:00:00,13.19,52.65,550.00,768.35,124.00,278.10,3.63,118,98335
14/04/2008 09:00:00,14.05,49.02,705.00,829.87,137.00,278.10,3.93,110,98329
14/04/2008 10:00:00,14.91,45.38,825.00,897.47,129.00,278.10,4.23,102,98322
14/04/2008 11:00:00,15.76,41.75,873.00,881.39,149.00,278.10,4.54,94,98316
14/04/2008 12:00:00,15.62,42.10,865.00,864.39,157.00,278.75,4.66,82,98280
14/04/2008 13:00:00,15.48,42.45,799.00,830.07,161.00,279.40,4.79,70,98245
14/04/2008 14:00:00,15.33,42.80,653.00,677.09,197.00,280.05,4.91,58,98209
14/04/2008 15:00:00,13.96,50.24,532.00,759.07,122.00,281.13,4.34,55,98232
14/04/2008 16:00:00,12.60,57.69,347.00,667.20,95.00,282.22,3.76,52,98255
14/04/2008 17:00:00,11.23,65.13,152.00,466.48,60.00,283.30,3.19,49,98277
14/04/2008 18:00:00,9.82,73.01,0.00,0.00,0.00,283.83,2.80,45,98322
14/04/2008 19:00:00,8.42,80.90,0.00,-0.00,0.00,284.37,2.41,42,98367
14/04/2008 20:00:00,7.02,88.78,0.00,-0.00,0.00,284.90,2.03,38,98412
14/04/2008 21:00:00,7.23,89.12,0.00,-0.00,0.00,286.48,1.46,35,98367
14/04/2008 22:00:00,7.44,89.46,0.00,-0.00,0.00,288.07,0.89,32,98322
14/04/2008 23:00:00,7.64,89.80,0.00,-0.00,0.00,289.65,0.32,29,98277
15/04/2008 00:00:00,7.58,91.86,0.00,-0.00,0.00,293.45,0.37,46,98229
15/04/2008 01:00:00,7.52,93.91,0.00,-0.00,0.00,297.25,0.43,64,98180
15/04/2008 02:00:00,7.46,95.97,0.00,-0.00,0.00,301.05,0.48,81,98132
15/04/2008 03:00:00,7.24,96.60,0.00,-0.00,0.00,307.63,1.42,95,98119
15/04/2008 04:00:00,7.02,97.22,0.00,-0.00,0.00,314.22,2.36,108,98106
15/04/2008 05:00:00,6.81,97.85,0.00,0.00,0.00,320.80,3.30,121,98094
15/04/2008 06:00:00,7.77,94.37,60.00,0.00,60.00,320.45,4.17,123,98113
15/04/2008 07:00:00,8.73,90.89,246.00,147.85,187.00,320.10,5.04,124,98132
15/04/2008 08:00:00,9.69,87.41,558.00,783.72,120.00,319.75,5.92,126,98152
15/04/2008 09:00:00,10.97,76.50,532.00,294.81,329.00,307.62,6.54,124,98139
15/04/2008 10:00:00,12.25,65.58,770.00,696.71,227.00,295.48,7.16,123,98126
15/04/2008 11:00:00,13.52,54.67,833.00,739.36,223.00,283.35,7.78,121,98113
15/04/2008 12:00:00,13.83,49.18,854.00,815.83,183.00,279.65,8.22,119,98058
15/04/2008 13:00:00,14.14,43.70,798.00,814.91,169.00,275.95,8.66,117,98003
15/04/2008 14:00:00,14.45,38.21,680.00,764.07,163.00,272.25,9.10,115,97949
15/04/2008 15:00:00,13.22,40.19,533.00,747.29,127.00,272.78,8.69,116,97984
15/04/2008 16:00:00,11.99,42.16,345.00,632.67,104.00,273.32,8.28,117,98019
15/04/2008 17:00:00,10.76,44.14,156.00,478.59,60.00,273.85,7.86,119,98055
15/04/2008 18:00:00,9.66,48.14,0.00,0.00,0.00,274.13,7.57,123,98123
15/04/2008 19:00:00,8.56,52.15,0.00,-0.00,0.00,274.42,7.28,127,98190
15/04/2008 20:00:00,7.46,56.15,0.00,-0.00,0.00,274.70,6.99,131,98258
15/04/2008 21:00:00,7.06,59.37,0.00,-0.00,0.00,273.37,6.94,133,98264
15/04/2008 22:00:00,6.66,62.58,0.00,-0.00,0.00,272.03,6.88,134,98271
15/04/2008 23:00:00,6.26,65.80,0.00,-0.00,0.00,270.70,6.83,135,98277
16/04/2008 00:00:00,5.79,67.79,0.00,-0.00,0.00,269.62,6.91,136,98255
16/04/2008 01:00:00,5.32,69.79,0.00,-0.00,0.00,268.53,6.98,136,98232
16/04/2008 02:00:00,4.85,71.78,0.00,-0.00,0.00,267.45,7.06,137,98209
16/04/2008 03:00:00,5.03,71.43,0.00,-0.00,0.00,266.45,7.11,138,98238
16/04/2008 04:00:00,5.21,71.08,0.00,-0.00,0.00,265.45,7.15,139,98267
16/04/2008 05:00:00,5.39,70.73,0.00,0.00,0.00,264.45,7.20,140,98296
16/04/2008 06:00:00,7.16,64.52,183.00,524.55,65.00,264.05,7.26,138,98316
16/04/2008 07:00:00,8.94,58.31,377.00,686.13,100.00,263.65,7.32,136,98335
16/04/2008 08:00:00,10.71,52.10,559.00,772.32,124.00,263.25,7.38,134,98354
16/04/2008 09:00:00,11.80,47.76,718.00,847.45,131.00,263.53,7.49,132,98351
16/04/2008 10:00:00,12.89,43.42,825.00,866.99,146.00,263.82,7.60,129,98348
16/04/2008 11:00:00,13.98,39.08,886.00,899.12,141.00,264.10,7.71,127,98345
16/04/2008 12:00:00,14.05,37.57,882.00,898.50,140.00,264.73,7.80,128,98296
16/04/2008 13:00:00,14.12,36.07,819.00,879.93,137.00,265.37,7.89,129,98248
16/04/2008 14:00:00,14.18,34.56,702.00,841.47,130.00,266.00,7.97,130,98200
16/04/2008 15:00:00,13.10,36.80,542.00,775.95,118.00,266.95,7.20,128,98232
16/04/2008 16:00:00,12.02,39.05,354.00,671.65,96.00,267.90,6.43,126,98264
16/04/2008 17:00:00,10.94,41.29,160.00,495.24,59.00,268.85,5.66,124,98296
16/04/2008 18:00:00,9.77,44.06,0.00,0.00,0.00,269.62,5.05,127,98374
16/04/2008 19:00:00,8.60,46.82,0.00,-0.00,0.00,270.38,4.45,129,98451
16/04/2008 20:00:00,7.43,49.59,0.00,-0.00,0.00,271.15,3.85,131,98528
16/04/2008 21:00:00,6.79,52.55,0.00,-0.00,0.00,271.33,3.67,132,98532
16/04/2008 22:00:00,6.14,55.52,0.00,-0.00,0.00,271.52,3.50,134,98535
16/04/2008 23:00:00,5.49,58.48,0.00,-0.00,0.00,271.70,3.32,135,98538
17/04/2008 00:00:00,5.05,61.13,0.00,-0.00,0.00,271.05,3.41,135,98470
17/04/2008 01:00:00,4.61,63.78,0.00,-0.00,0.00,270.40,3.50,135,98403
17/04/2008 02:00:00,4.17,66.43,0.00,-0.00,0.00,269.75,3.59,135,98335
17/04/2008 03:00:00,4.25,66.89,0.00,-0.00,0.00,269.98,3.62,136,98332
17/04/2008 04:00:00,4.34,67.34,0.00,-0.00,0.00,270.22,3.65,137,98329
17/04/2008 05:00:00,4.43,67.80,3.00,0.00,3.00,270.45,3.68,138,98325
17/04/2008 06:00:00,6.64,58.55,100.00,43.52,90.00,272.70,3.16,136,98303
17/04/2008 07:00:00,8.86,49.29,261.00,171.45,191.00,274.95,2.63,134,98280
17/04/2008 08:00:00,11.07,40.04,492.00,481.02,219.00,277.20,2.11,131,98258
17/04/2008 09:00:00,12.35,37.06,631.00,529.66,262.00,282.77,2.16,121,98209
17/04/2008 10:00:00,13.62,34.07,806.00,787.90,186.00,288.33,2.20,110,98161
17/04/2008 11:00:00,14.89,31.09,855.00,787.19,200.00,293.90,2.25,100,98113
17/04/2008 12:00:00,14.98,32.04,832.00,724.87,231.00,297.13,2.74,89,98023
17/04/2008 13:00:00,15.07,33.00,596.00,272.42,384.00,300.37,3.23,78,97932
17/04/2008 14:00:00,15.16,33.95,464.00,177.20,343.00,303.60,3.72,66,97842
17/04/2008 15:00:00,13.80,40.12,258.00,32.76,240.00,301.02,3.39,64,97823
17/04/2008 16:00:00,12.43,46.30,172.00,30.98,160.00,298.43,3.05,63,97804
17/04/2008 17:00:00,11.07,52.47,89.00,43.42,80.00,295.85,2.72,61,97784
17/04/2008 18:00:00,9.80,58.91,0.00,0.00,0.00,291.43,2.55,56,97791
17/04/2008 19:00:00,8.53,65.36,0.00,-0.00,0.00,287.02,2.38,52,97797
17/04/2008 20:00:00,7.26,71.80,0.00,-0.00,0.00,282.60,2.21,47,97804
17/04/2008 21:00:00,7.09,74.26,0.00,-0.00,0.00,282.78,1.76,43,97742
17/04/2008 22:00:00,6.92,76.71,0.00,-0.00,0.00,282.97,1.31,39,97681
17/04/2008 23:00:00,6.74,79.17,0.00,-0.00,0.00,283.15,0.86,35,97620
18/04/2008 00:00:00,6.34,80.96,0.00,-0.00,0.00,284.55,1.01,15,97559
